,Name,IP,H,H2,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,WPA,aLI,RE24,GameDate,interceptRow,ageGap,ages,targets
3943,helliri01,2.1,4,4,5,5,2,0,2,4.7,13,40,22,14,1,7,3,8,0,0,27,-0.332,1.03,-3.6,2002-07-07,1.0,1970-12-15,9959,1.0
64477,helliri01,6.0,5,5,3,3,3,5,0,2.51,24,93,56,38,9,9,7,10,2,0,52,-0.061,1.06,0.0,2005-09-22,1.0,1970-12-15,10972,1.0
112532,hendrma01,6.2,6,6,3,2,1,1,0,2.7,26,90,61,44,7,10,11,13,6,0,52,-0.02,0.97,0.3,2005-04-06,1.0,1974-06-23,9715,1.0
112685,hendrma01,9.0,8,8,4,3,0,6,2,5.9,36,122,76,52,12,12,11,18,4,0,63,-0.081,0.98,0.7,2005-10-01,1.0,1974-06-23,9869,1.0
121440,hennse01,3.2,4,4,3,3,3,4,1,7.94,18,82,44,29,4,11,5,6,1,0,42,0.049,1.24,0.7,2006-09-20,1.0,1981-04-23,8018,1.0
96993,henslcl01,6.1,6,6,2,2,4,5,0,7.86,29,96,59,28,15,16,9,12,4,0,54,0.132,1.14,0.8,2007-04-27,1.0,1979-08-31,8727,1.0
46093,heredfe01,5.0,8,8,5,4,0,4,1,7.2,25,107,67,44,6,17,8,13,4,0,37,-0.272,0.65,-2.6,1998-04-01,1.0,1975-06-18,7191,1.0
58578,hergema01,6.0,7,7,4,4,5,4,1,3.56,27,100,61,36,10,15,7,11,5,0,41,-0.106,1.0,-0.8,2000-08-21,1.0,1970-04-01,9590,1.0
108983,hermadu01,6.0,4,4,1,1,3,6,1,4.33,26,110,66,34,5,27,10,7,2,0,63,0.157,0.67,2.2,2001-09-28,1.0,1972-12-21,9078,1.0
72678,hermadu01,6.0,4,4,1,1,1,2,0,4.37,23,93,57,38,5,14,12,8,3,0,61,0.182,1.19,2.3,2003-08-18,1.0,1972-12-21,9674,1.0
105041,hermadu01,5.2,3,3,1,1,2,6,0,1.54,21,83,51,25,9,17,4,9,4,0,63,0.173,1.0,1.7,2004-04-13,1.0,1972-12-21,9880,1.0
109414,hermadu01,6.2,3,3,2,2,1,5,1,4.29,24,95,56,29,8,19,5,13,2,0,64,0.293,0.64,1.3,2004-07-23,1.0,1972-12-21,9967,1.0
50299,hernaca03,2.0,4,4,5,5,3,2,1,4.43,14,52,29,15,5,9,3,5,3,0,27,-0.32,1.25,-3.9,2002-06-21,1.0,1980-04-22,6994,1.0
17483,hernafe02,9.0,1,1,0,0,2,6,0,0.0,29,111,69,34,9,26,17,4,1,0,89,0.543,0.88,5.3,2007-04-11,1.0,1986-04-08,6629,1.0
101470,hernafe02,7.1,6,6,4,3,1,9,1,2.87,29,107,76,37,12,27,10,9,0,0,60,0.069,1.23,-0.4,2008-06-17,1.0,1986-04-08,7003,1.0
112079,hernaor01,7.2,1,1,1,1,2,5,0,2.13,29,108,67,38,12,17,8,12,2,0,76,0.482,1.19,3.8,2002-05-09,1.0,1965-10-11,11542,1.0
112573,hernaor01,6.1,3,3,2,2,4,4,0,2.91,26,105,59,29,11,19,8,10,3,0,59,0.075,0.95,1.0,2005-05-11,1.0,1965-10-11,12490,1.0
39217,hernaor01,6.0,7,7,4,4,1,6,0,4.34,26,102,66,38,13,15,9,10,4,0,47,-0.01,1.01,-0.6,2005-06-08,1.0,1965-10-11,12515,1.0
47556,hernaor01,7.0,3,3,2,1,2,10,0,3.24,26,103,63,28,14,21,8,6,2,0,73,-0.023,0.55,1.6,2007-04-19,1.0,1965-10-11,13102,1.0
88541,hernaor01,3.0,6,6,5,5,1,2,3,3.32,16,67,37,24,4,9,1,12,4,0,28,-0.259,0.63,-3.4,2007-08-30,1.0,1965-10-11,13217,1.0
54700,hernaru03,6.1,5,5,5,3,3,4,1,2.04,28,95,60,37,5,18,8,13,3,0,48,-0.026,1.08,0.4,2003-05-09,1.0,1978-04-27,7899,1.0
112323,hernaru03,7.0,5,5,3,3,2,5,0,3.87,26,93,59,32,10,17,8,11,3,0,58,0.119,0.45,0.6,2003-08-10,1.0,1978-04-27,7979,1.0
101025,hernaru03,6.0,8,8,6,6,2,5,1,5.1,27,98,63,35,8,20,8,12,5,0,35,-0.196,0.51,-3.0,2005-08-15,1.0,1978-04-27,8615,1.0
68772,hernaru03,6.1,5,5,3,3,4,0,0,5.35,29,87,50,31,2,17,8,17,4,0,47,-0.074,0.86,0.1,2005-09-27,1.0,1978-04-27,8652,1.0
55194,hernaru03,5.1,8,8,2,2,3,4,1,6.19,25,98,63,44,6,13,7,11,4,0,45,0.043,0.89,0.4,2006-05-23,1.0,1978-04-27,8858,1.0
39661,hillri01,5.0,3,3,2,2,4,3,1,3.79,21,84,51,27,5,19,5,9,4,0,52,0.13,1.15,1.4,2008-04-23,1.0,1980-03-11,8873,1.0
17379,hillsh01,5.2,12,12,8,8,2,2,1,4.26,31,110,67,45,2,20,13,14,9,0,13,-0.236,0.79,-3.0,2006-06-21,1.0,1981-04-28,7935,1.0
27155,hillsh01,6.0,6,6,2,2,3,3,0,3.0,28,102,57,32,5,20,14,6,3,0,52,0.066,1.21,1.3,2007-05-06,1.0,1981-04-28,8211,1.0
123515,hillsh01,5.0,5,5,3,3,4,2,1,3.01,24,88,53,28,3,22,13,5,0,0,43,-0.11,1.03,-0.5,2007-09-16,1.0,1981-04-28,8326,1.0
69182,hillsh01,3.2,10,10,7,6,3,3,0,5.22,23,91,61,34,8,19,6,11,3,0,15,-0.44,1.0,-5.3,2008-06-19,1.0,1981-04-28,8565,1.0
27199,hirshja01,6.0,5,5,5,5,4,4,2,5.21,28,110,69,38,13,18,6,14,1,0,42,-0.2,0.75,-1.7,2007-06-27,1.0,1982-02-20,7998,1.0
47650,hirshja01,5.1,6,6,3,3,4,8,2,4.91,25,98,63,32,15,16,4,9,5,0,48,-0.119,0.92,-0.9,2007-08-02,1.0,1982-02-20,8030,1.0
74787,hitchst01,4.0,4,4,3,3,3,4,0,6.3,19,86,50,31,5,14,5,7,2,0,43,-0.206,1.13,-1.8,2002-05-20,1.0,1971-04-29,9801,1.0
109317,hitchst01,5.0,8,8,4,4,4,5,1,4.92,25,107,61,33,9,19,9,7,4,0,36,-0.202,1.01,-1.5,2003-09-21,1.0,1971-04-29,10223,1.0
96611,hitchst01,6.1,6,6,4,4,3,5,2,6.23,28,99,59,30,10,19,9,11,2,0,47,-0.089,0.75,-0.2,2004-08-16,1.0,1971-04-29,10508,1.0
23119,hochelu01,7.0,5,5,3,3,1,4,0,5.44,27,97,66,39,12,15,13,9,4,0,58,-0.039,0.65,0.9,2008-08-13,1.0,1983-09-15,7861,1.0
104000,holmeda01,7.0,5,5,1,1,2,8,0,4.08,28,100,67,37,17,13,9,9,3,0,69,0.317,1.17,2.5,1997-07-05,1.0,1966-04-25,9844,1.0
68938,hudsolu01,7.0,4,4,0,0,0,1,0,5.12,24,91,62,44,2,16,14,9,4,0,70,0.512,1.15,3.8,2006-09-28,1.0,1977-05-02,9280,1.0
109378,hudsoti01,7.1,8,8,2,2,3,5,0,2.78,31,107,63,39,10,14,16,7,3,0,56,0.298,1.21,1.8,2004-06-17,1.0,1975-07-14,9129,1.0
8669,hudsoti01,4.0,6,6,4,4,3,1,0,3.36,22,76,47,29,7,11,9,8,5,0,32,-0.326,1.04,-2.3,2005-06-08,1.0,1975-07-14,9436,1.0
9199,hudsoti01,6.2,9,9,5,5,1,2,0,3.31,30,88,52,31,4,17,13,14,3,0,37,-0.087,0.81,-1.7,2008-07-18,1.0,1975-07-14,10418,1.0
75571,hugheph01,4.1,7,7,4,4,1,5,0,8.31,21,91,53,28,8,17,7,8,4,0,37,-0.133,0.86,-1.5,2007-04-26,1.0,1986-06-24,6575,1.0
23017,hugheph01,2.0,1,1,0,0,0,1,0,7.85,6,23,15,11,1,3,3,2,0,0,55,0.103,0.92,1.1,2008-04-24,1.0,1986-06-24,6890,1.0
51268,hurleer01,6.0,6,6,2,2,3,1,0,4.24,26,88,53,33,8,12,6,16,3,0,50,0.06,0.96,1.0,2008-06-24,1.0,1985-09-17,7185,1.0
117403,hurleer01,5.2,5,5,1,1,2,3,0,3.57,23,105,63,33,5,25,3,15,6,0,56,0.208,0.94,2.0,2008-06-29,1.0,1985-09-17,7189,1.0
72285,irabuhi01,6.0,7,7,2,2,1,9,1,3.27,25,96,71,37,17,17,7,8,4,0,58,0.059,1.0,1.2,2001-06-06,1.0,1969-05-05,10126,1.0
79502,ishiika01,7.0,2,2,0,0,3,5,0,3.29,25,103,64,40,4,20,6,11,1,0,75,0.439,1.16,3.4,2005-04-13,1.0,1973-09-09,9969,1.0
30181,isrinja01,5.0,5,5,3,3,0,4,2,5.73,21,92,66,43,12,11,8,9,2,0,49,-0.069,0.87,-0.1,1999-06-14,1.0,1972-09-07,8446,1.0
1216,jacksed01,1.2,1,1,2,2,2,1,1,4.05,8,31,16,12,2,2,4,1,0,0,44,-0.094,0.72,-1.2,2004-07-03,1.0,1983-09-09,6568,1.0
88517,jamesch03,6.0,5,5,4,4,1,5,1,3.93,24,89,62,40,8,14,4,14,5,0,50,0.025,0.94,-0.7,2007-08-10,1.0,1981-11-09,8125,1.0
9093,jamesch03,7.0,2,2,0,0,1,6,0,4.11,24,100,63,45,6,12,6,11,2,0,78,0.295,0.69,3.6,2007-09-19,1.0,1981-11-09,8160,1.0
112068,jamesde01,7.0,4,4,1,1,2,4,0,4.5,25,85,50,28,5,17,7,12,5,0,67,0.348,1.13,2.7,2002-05-03,1.0,1978-01-03,7677,1.0
96173,jarvike01,7.0,8,8,3,3,1,5,0,3.32,28,98,64,37,8,19,10,11,5,0,53,-0.092,0.81,0.1,2002-04-12,1.0,1969-08-01,10317,1.0
96183,jarvike01,5.0,3,3,1,1,1,3,1,3.0,18,70,43,26,5,12,6,8,2,0,59,0.166,1.23,1.2,2002-04-17,1.0,1969-08-01,10322,1.0
104792,jarvike01,2.2,5,5,5,3,2,0,0,3.09,16,62,37,28,6,3,5,9,5,0,30,-0.394,1.03,-4.0,2002-06-27,1.0,1969-08-01,10383,1.0
31193,jennija01,7.0,6,6,2,2,1,5,1,5.08,29,113,67,42,10,15,10,13,6,0,61,0.072,0.91,1.5,2005-07-15,1.0,1978-07-17,8519,1.0
59717,jennija01,5.2,7,7,4,4,0,4,2,6.16,24,84,58,35,9,14,7,13,2,0,43,-0.247,1.24,-0.9,2007-08-15,1.0,1978-07-17,9176,1.0
43944,jennija01,5.0,5,5,5,5,5,4,3,7.46,23,82,44,24,3,17,4,10,3,0,36,-0.294,1.04,-2.3,2008-04-24,1.0,1978-07-17,9395,1.0
64006,jensery01,5.1,8,8,5,5,0,3,4,8.44,24,83,53,33,5,15,6,15,4,0,35,-0.398,1.12,-2.2,2003-04-04,1.0,1975-09-17,8692,1.0
30279,jimenjo01,6.0,5,5,3,3,2,5,1,5.75,26,96,57,33,7,17,11,6,2,0,53,-0.039,1.07,0.4,1999-09-25,1.0,1973-07-07,8273,1.0
38982,jimenjo01,6.0,8,8,3,3,1,3,0,5.17,27,101,61,34,6,21,11,11,5,0,46,-0.036,0.72,0.6,2003-09-18,1.0,1973-07-07,9529,1.0
22033,johnsja02,1.1,6,6,6,6,3,2,0,6.28,13,54,30,15,2,13,3,4,4,1,17,-0.303,1.27,-4.5,2002-04-15,1.0,1973-10-27,8983,1.0
47450,johnsja02,4.0,6,6,5,5,2,2,0,6.22,21,73,50,36,5,9,8,7,3,0,30,-0.293,0.67,-2.9,2006-06-30,1.0,1973-10-27,10310,1.0
47517,johnsjo09,4.2,9,9,5,5,4,1,1,3.2,27,88,50,37,3,10,9,13,8,0,23,-0.32,1.14,-3.2,2006-09-07,1.0,1984-01-31,7132,1.0
47621,johnsjo09,4.0,5,5,2,2,5,6,0,10.97,22,94,50,25,10,15,5,6,3,0,45,-0.034,1.33,0.0,2007-06-29,1.0,1984-01-31,7387,1.0
38835,johnsra05,6.0,2,2,3,3,1,10,2,4.26,21,96,59,26,13,20,3,6,1,0,65,0.006,0.84,0.6,2003-04-05,1.0,1963-09-10,12486,1.0
4021,johnsra05,4.2,10,10,10,10,2,4,0,8.31,25,80,47,24,14,9,5,13,9,0,6,-0.44,0.76,-6.5,2003-04-11,1.0,1963-09-10,12491,1.0
75537,johnsra05,5.2,8,8,5,5,3,6,0,4.93,28,112,72,42,14,16,5,14,7,0,36,-0.319,1.34,-2.3,2006-09-16,1.0,1963-09-10,13575,1.0
4719,johnsra05,6.0,7,7,2,2,1,8,1,3.78,25,95,67,39,12,16,8,8,4,0,57,0.153,1.0,1.4,2007-06-05,1.0,1963-09-10,13801,1.0
4729,johnsra05,6.0,4,4,1,1,3,9,0,3.52,25,113,71,31,15,25,7,6,3,0,66,0.249,1.06,2.4,2007-06-10,1.0,1963-09-10,13805,1.0
46764,jonesbo03,1.2,6,6,8,8,3,1,0,5.51,15,73,47,34,4,9,1,9,5,0,9,-0.397,0.79,-6.4,2002-05-07,1.0,1970-02-10,10172,1.0
112103,jonesbo03,5.2,8,8,6,6,3,3,2,5.81,28,104,68,45,8,15,5,17,6,0,29,-0.269,1.0,-3.2,2002-06-09,1.0,1970-02-10,10201,1.0
35815,jurrjja01,7.0,5,5,4,4,2,3,1,5.14,27,104,62,40,6,16,11,10,2,0,52,-0.118,0.67,-0.1,2007-08-15,1.0,1986-01-29,6797,1.0
121438,karstje01,6.1,10,10,3,3,3,1,0,4.11,31,99,57,35,3,19,8,19,7,0,39,0.053,1.51,0.6,2006-09-19,1.0,1982-09-24,7569,1.0
17493,karstje01,4.1,9,9,7,7,2,1,1,14.54,24,89,58,40,3,15,8,13,4,0,16,-0.47,1.06,-4.7,2007-04-21,1.0,1982-09-24,7754,1.0
75575,karstje01,0.0,2,2,0,0,0,0,0,14.54,2,6,3,2,0,1,1,1,0,0,46,-0.087,1.13,-1.0,2007-04-28,1.0,1982-09-24,7760,1.0
68874,kazmisc01,6.0,7,7,4,4,1,4,1,3.4,23,93,59,37,9,13,4,14,6,0,45,-0.155,0.64,-0.8,2006-07-18,1.0,1984-01-24,7094,1.0
113001,kazmisc01,5.0,4,4,3,2,4,9,0,3.54,25,91,54,28,18,8,3,7,2,0,54,-0.077,1.17,-0.3,2007-09-21,1.0,1984-01-24,7465,1.0
64052,keislra01,3.0,6,6,6,6,4,3,3,18.0,20,88,53,30,7,16,4,8,4,0,22,-0.335,0.74,-4.5,2003-05-19,1.0,1976-02-24,8593,1.0
31262,keislra01,5.0,8,8,4,4,3,5,2,5.98,26,93,54,31,11,12,9,8,3,1,37,-0.177,0.8,-1.5,2005-09-25,1.0,1976-02-24,9336,1.0
75761,kenneia01,6.0,4,4,1,1,4,4,0,7.27,24,97,57,33,7,17,6,10,3,0,60,0.247,1.34,2.3,2008-05-22,1.0,1984-12-19,7391,1.0
35277,kennejo04,7.0,11,11,3,3,2,1,0,3.82,31,108,67,49,5,13,11,17,8,0,42,-0.039,0.99,0.7,2004-06-26,1.0,1979-05-24,7918,1.0
